instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	gross_runtime
4	c4.2xlarge	32	60000	15408	100	160000000	326
4	c4.2xlarge	32	60000	17334	100	180000000	344
4	c4.2xlarge	32	60000	19260	100	200000000	384
4	m4.2xlarge	32	128000	17334	100	180000000	324
4	m4.2xlarge	32	128000	19260	100	200000000	362
4	r4.2xlarge	32	244000	9530	1000	10000000	116
4	r4.2xlarge	32	244000	9630	100	100000000	120
4	r4.2xlarge	32	244000	11556	100	120000000	134
4	r4.2xlarge	32	244000	15408	100	160000000	196
4	r4.2xlarge	32	244000	19260	100	200000000	212
6	c4.2xlarge	48	90000	9530	1000	10000000	156
6	c4.2xlarge	48	90000	9630	100	100000000	162
6	c4.2xlarge	48	90000	11556	100	120000000	188
6	c4.2xlarge	48	90000	13482	100	140000000	218
6	m4.2xlarge	48	192000	13482	100	140000000	220
6	m4.2xlarge	48	192000	17334	100	180000000	270
6	r4.2xlarge	48	366000	9530	1000	10000000	116
6	r4.2xlarge	48	366000	17334	100	180000000	166
6	r4.2xlarge	48	366000	19260	100	200000000	188
8	r4.2xlarge	64	488000	17334	100	180000000	208
8	r4.2xlarge	64	488000	19260	100	200000000	154
10	c4.2xlarge	80	150000	15408	100	160000000	210
10	r4.2xlarge	80	610000	9530	1000	10000000	98
10	r4.2xlarge	80	610000	11556	100	120000000	106
10	r4.2xlarge	80	610000	15408	100	160000000	132
10	r4.2xlarge	80	610000	17334	100	180000000	144
10	r4.2xlarge	80	610000	19260	100	200000000	170
12	m4.2xlarge	96	384000	9630	100	100000000	140
12	m4.2xlarge	96	384000	11556	100	120000000	160
12	m4.2xlarge	96	384000	13482	100	140000000	184
12	m4.2xlarge	96	384000	15408	100	160000000	204
12	r4.2xlarge	96	732000	9630	100	100000000	94
12	r4.2xlarge	96	732000	13482	100	140000000	118
12	r4.2xlarge	96	732000	17334	100	180000000	172
12	r4.2xlarge	96	732000	19260	100	200000000	146
