instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
2	m4.2xlarge	16	64000	8000	5	150000000	3	1126
2	m4.2xlarge	16	64000	8000	5	150000000	3	1151
2	m4.2xlarge	16	64000	8000	5	150000000	3	1216
2	r4.2xlarge	16	122000	10500	5	100000000	3	608
2	r4.2xlarge	16	122000	10500	5	100000000	5	774
2	r4.2xlarge	16	122000	10500	5	100000000	7	1246
2	r4.2xlarge	16	122000	10500	5	100000000	7	2902
2	r4.2xlarge	16	122000	10500	5	100000000	7	3008
2	r4.2xlarge	16	122000	10500	5	100000000	7	3152
2	r4.2xlarge	16	122000	10500	5	100000000	9	1186
2	r4.2xlarge	16	122000	10500	5	100000000	9	2680
2	r4.2xlarge	16	122000	10500	5	100000000	9	2864
2	r4.2xlarge	16	122000	10500	5	100000000	9	2970
2	r4.2xlarge	16	122000	13200	5	125000000	3	798
2	r4.2xlarge	16	122000	13200	5	125000000	5	960
2	r4.2xlarge	16	122000	13200	5	125000000	5	972
2	r4.2xlarge	16	122000	13200	5	125000000	7	1160
2	r4.2xlarge	16	122000	13200	5	125000000	7	2780
2	r4.2xlarge	16	122000	13200	5	125000000	9	1112
2	r4.2xlarge	16	122000	13200	5	125000000	9	1132
2	r4.2xlarge	16	122000	13200	5	125000000	9	2714
2	r4.2xlarge	16	122000	16000	5	150000000	3	930
2	r4.2xlarge	16	122000	16000	5	150000000	5	1140
2	r4.2xlarge	16	122000	16000	5	150000000	7	856
2	r4.2xlarge	16	122000	16000	5	150000000	7	1162
2	r4.2xlarge	16	122000	16000	5	150000000	9	806
2	r4.2xlarge	16	122000	16000	5	150000000	9	1124
2	r4.2xlarge	16	122000	18600	5	175000000	3	1724
2	r4.2xlarge	16	122000	18600	5	175000000	3	1752
2	r4.2xlarge	16	122000	18600	5	175000000	3	1780
2	r4.2xlarge	16	122000	18600	5	175000000	5	2686
2	r4.2xlarge	16	122000	18600	5	175000000	5	4390
2	r4.2xlarge	16	122000	18600	5	175000000	5	4520
2	r4.2xlarge	16	122000	18600	5	175000000	7	850
2	r4.2xlarge	16	122000	18600	5	175000000	7	4204
2	r4.2xlarge	16	122000	18600	5	175000000	7	4556
2	r4.2xlarge	16	122000	18600	5	175000000	9	808
2	r4.2xlarge	16	122000	18600	5	175000000	9	4126
2	r4.2xlarge	16	122000	18600	5	175000000	9	4274
2	r4.2xlarge	16	122000	20300	10	100000000	3	1046
2	r4.2xlarge	16	122000	20300	10	100000000	5	1078
2	r4.2xlarge	16	122000	20300	10	100000000	5	1098
2	r4.2xlarge	16	122000	20300	10	100000000	7	1260
2	r4.2xlarge	16	122000	20300	10	100000000	9	998
2	r4.2xlarge	16	122000	20300	10	100000000	9	1198
2	r4.2xlarge	16	122000	21300	5	200000000	3	3118
2	r4.2xlarge	16	122000	21300	5	200000000	3	3240
2	r4.2xlarge	16	122000	21300	5	200000000	3	3284
2	r4.2xlarge	16	122000	21300	5	200000000	5	2818
2	r4.2xlarge	16	122000	21300	5	200000000	5	2868
2	r4.2xlarge	16	122000	21300	5	200000000	5	4298
2	r4.2xlarge	16	122000	21300	5	200000000	5	4490
2	r4.2xlarge	16	122000	21300	5	200000000	7	2900
2	r4.2xlarge	16	122000	21300	5	200000000	7	2982
2	r4.2xlarge	16	122000	21300	5	200000000	7	4254
2	r4.2xlarge	16	122000	21300	5	200000000	9	2758
2	r4.2xlarge	16	122000	21300	5	200000000	9	4028
2	r4.2xlarge	16	122000	21300	5	200000000	9	4216
2	r4.2xlarge	16	122000	21300	5	200000000	9	4280
2	r4.2xlarge	16	122000	30500	15	100000000	3	1716
2	r4.2xlarge	16	122000	30500	15	100000000	5	2650
2	r4.2xlarge	16	122000	30500	15	100000000	5	2674
2	r4.2xlarge	16	122000	30500	15	100000000	7	1046
2	r4.2xlarge	16	122000	30500	15	100000000	7	2792
2	r4.2xlarge	16	122000	30500	15	100000000	9	1006
2	r4.2xlarge	16	122000	30500	15	100000000	9	2714
2	r4.2xlarge	16	122000	30500	15	100000000	9	2740
2	r4.xlarge	8	61000	16000	5	150000000	3	3878
2	r4.xlarge	8	61000	16000	5	150000000	3	3916
2	r4.xlarge	8	61000	16000	5	150000000	3	3952
4	m4.2xlarge	32	128000	16000	5	150000000	3	436
4	m4.2xlarge	32	128000	16000	5	150000000	3	446
4	m4.2xlarge	32	128000	16000	5	150000000	3	568
4	m4.2xlarge	32	128000	16000	5	150000000	3	598
4	r4.2xlarge	32	244000	10500	5	100000000	3	248
4	r4.2xlarge	32	244000	10500	5	100000000	5	300
4	r4.2xlarge	32	244000	10500	5	100000000	7	312
4	r4.2xlarge	32	244000	10500	5	100000000	9	326
4	r4.2xlarge	32	244000	13200	5	125000000	3	308
4	r4.2xlarge	32	244000	13200	5	125000000	5	356
4	r4.2xlarge	32	244000	13200	5	125000000	5	368
4	r4.2xlarge	32	244000	13200	5	125000000	9	382
4	r4.2xlarge	32	244000	16000	5	150000000	3	348
4	r4.2xlarge	32	244000	16000	5	150000000	5	420
4	r4.2xlarge	32	244000	16000	5	150000000	7	438
4	r4.2xlarge	32	244000	16000	5	150000000	9	460
4	r4.2xlarge	32	244000	18600	5	175000000	3	388
4	r4.2xlarge	32	244000	18600	5	175000000	5	478
4	r4.2xlarge	32	244000	18600	5	175000000	7	496
4	r4.2xlarge	32	244000	18600	5	175000000	9	518
4	r4.2xlarge	32	244000	20300	10	100000000	3	382
4	r4.2xlarge	32	244000	20300	10	100000000	5	394
4	r4.2xlarge	32	244000	20300	10	100000000	9	410
4	r4.2xlarge	32	244000	21300	5	200000000	3	484
4	r4.2xlarge	32	244000	21300	5	200000000	5	564
4	r4.2xlarge	32	244000	21300	5	200000000	7	584
4	r4.2xlarge	32	244000	21300	5	200000000	9	606
4	r4.2xlarge	32	244000	30500	15	100000000	3	432
4	r4.2xlarge	32	244000	30500	15	100000000	7	510
4	r4.2xlarge	32	244000	30500	15	100000000	9	528
4	r4.xlarge	16	122000	16000	5	150000000	3	1080
4	r4.xlarge	16	122000	16000	5	150000000	3	1104
6	m4.2xlarge	48	192000	16000	5	150000000	3	240
6	r4.2xlarge	48	366000	10500	5	100000000	3	166
6	r4.2xlarge	48	366000	10500	5	100000000	7	212
6	r4.2xlarge	48	366000	10500	5	100000000	9	226
6	r4.2xlarge	48	366000	13200	5	125000000	3	202
6	r4.2xlarge	48	366000	13200	5	125000000	5	244
6	r4.2xlarge	48	366000	13200	5	125000000	7	256
6	r4.2xlarge	48	366000	16000	5	150000000	5	274
6	r4.2xlarge	48	366000	16000	5	150000000	5	284
6	r4.2xlarge	48	366000	16000	5	150000000	7	298
6	r4.2xlarge	48	366000	18600	5	175000000	3	242
6	r4.2xlarge	48	366000	18600	5	175000000	5	306
6	r4.2xlarge	48	366000	18600	5	175000000	9	324
6	r4.2xlarge	48	366000	20300	10	100000000	5	256
6	r4.2xlarge	48	366000	20300	10	100000000	9	272
6	r4.2xlarge	48	366000	21300	5	200000000	3	308
