instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	gross_runtime
2	c4.2xlarge	16	30000	15408	100	160000000	590
2	m4.2xlarge	16	64000	9630	100	100000000	380
2	m4.2xlarge	16	64000	15408	100	160000000	628
2	r4.2xlarge	16	122000	11556	100	120000000	254
2	r4.2xlarge	16	122000	17334	100	180000000	362
4	c4.2xlarge	32	60000	9530	1000	10000000	184
4	c4.2xlarge	32	60000	11556	100	120000000	226
4	c4.2xlarge	32	60000	13482	100	140000000	266
4	c4.2xlarge	32	60000	17334	100	180000000	344
4	c4.2xlarge	32	60000	19260	100	200000000	384
4	m4.2xlarge	32	128000	9530	1000	10000000	176
4	m4.2xlarge	32	128000	9630	100	100000000	178
4	m4.2xlarge	32	128000	13482	100	140000000	250
4	m4.2xlarge	32	128000	15408	100	160000000	292
4	r4.2xlarge	32	244000	11556	100	120000000	134
4	r4.2xlarge	32	244000	15408	100	160000000	196
6	m4.2xlarge	48	192000	9630	100	100000000	166
6	m4.2xlarge	48	192000	11556	100	120000000	192
6	m4.2xlarge	48	192000	13482	100	140000000	220
6	m4.2xlarge	48	192000	15408	100	160000000	244
6	m4.2xlarge	48	192000	17334	100	180000000	270
6	r4.2xlarge	48	366000	9530	1000	10000000	116
6	r4.2xlarge	48	366000	9630	100	100000000	110
6	r4.2xlarge	48	366000	11556	100	120000000	126
6	r4.2xlarge	48	366000	13482	100	140000000	144
6	r4.2xlarge	48	366000	15408	100	160000000	194
6	r4.2xlarge	48	366000	17334	100	180000000	166
8	c4.2xlarge	64	120000	19260	100	200000000	266
8	m4.2xlarge	64	256000	9530	1000	10000000	150
8	m4.2xlarge	64	256000	9630	100	100000000	152
8	m4.2xlarge	64	256000	13482	100	140000000	202
8	m4.2xlarge	64	256000	17334	100	180000000	258
8	m4.2xlarge	64	256000	19260	100	200000000	280
8	r4.2xlarge	64	488000	9530	1000	10000000	76
8	r4.2xlarge	64	488000	9630	100	100000000	100
8	r4.2xlarge	64	488000	11556	100	120000000	110
8	r4.2xlarge	64	488000	13482	100	140000000	124
8	r4.2xlarge	64	488000	15408	100	160000000	138
8	r4.2xlarge	64	488000	17334	100	180000000	208
8	r4.2xlarge	64	488000	19260	100	200000000	154
10	c4.2xlarge	80	150000	17334	100	180000000	230
10	m4.2xlarge	80	320000	9530	1000	10000000	154
10	m4.2xlarge	80	320000	19260	100	200000000	268
10	r4.2xlarge	80	610000	9530	1000	10000000	110
10	r4.2xlarge	80	610000	9630	100	100000000	98
10	r4.2xlarge	80	610000	11556	100	120000000	108
10	r4.2xlarge	80	610000	13482	100	140000000	118
10	r4.2xlarge	80	610000	15408	100	160000000	132
10	r4.2xlarge	80	610000	17334	100	180000000	144
10	r4.2xlarge	80	610000	19260	100	200000000	170
12	c4.2xlarge	96	180000	9530	1000	10000000	130
12	c4.2xlarge	96	180000	19260	100	200000000	242
12	m4.2xlarge	96	384000	19260	100	200000000	252
12	r4.2xlarge	96	732000	9530	1000	10000000	72
12	r4.2xlarge	96	732000	9630	100	100000000	92
12	r4.2xlarge	96	732000	11556	100	120000000	104
12	r4.2xlarge	96	732000	13482	100	140000000	116
12	r4.2xlarge	96	732000	15408	100	160000000	130
12	r4.2xlarge	96	732000	17334	100	180000000	172
12	r4.2xlarge	96	732000	19260	100	200000000	146
