instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	gross_runtime
4	c4.2xlarge	32	60000	9530	1000	10000000	184
4	c4.2xlarge	32	60000	9630	100	100000000	192
4	c4.2xlarge	32	60000	11556	100	120000000	226
4	c4.2xlarge	32	60000	13482	100	140000000	266
4	c4.2xlarge	32	60000	15408	100	160000000	326
4	c4.2xlarge	32	60000	17334	100	180000000	344
4	c4.2xlarge	32	60000	19260	100	200000000	384
4	m4.2xlarge	32	128000	9630	100	100000000	178
4	m4.2xlarge	32	128000	11556	100	120000000	216
4	m4.2xlarge	32	128000	15408	100	160000000	292
4	m4.2xlarge	32	128000	17334	100	180000000	324
4	r4.2xlarge	32	244000	9630	100	100000000	120
4	r4.2xlarge	32	244000	15408	100	160000000	196
4	r4.2xlarge	32	244000	17334	100	180000000	182
6	m4.2xlarge	48	192000	9530	1000	10000000	166
6	m4.2xlarge	48	192000	11556	100	120000000	192
6	m4.2xlarge	48	192000	15408	100	160000000	244
6	r4.2xlarge	48	366000	9530	1000	10000000	116
6	r4.2xlarge	48	366000	9630	100	100000000	110
6	r4.2xlarge	48	366000	11556	100	120000000	126
6	r4.2xlarge	48	366000	15408	100	160000000	194
6	r4.2xlarge	48	366000	17334	100	180000000	166
6	r4.2xlarge	48	366000	19260	100	200000000	188
8	c4.2xlarge	64	120000	9530	1000	10000000	142
8	m4.2xlarge	64	256000	19260	100	200000000	280
8	r4.2xlarge	64	488000	9530	1000	10000000	76
8	r4.2xlarge	64	488000	9630	100	100000000	100
8	r4.2xlarge	64	488000	15408	100	160000000	138
8	r4.2xlarge	64	488000	17334	100	180000000	208
8	r4.2xlarge	64	488000	19260	100	200000000	154
10	c4.2xlarge	80	150000	13482	100	140000000	186
10	c4.2xlarge	80	150000	19260	100	200000000	250
10	m4.2xlarge	80	320000	13482	100	140000000	192
10	r4.2xlarge	80	610000	9530	1000	10000000	98
10	r4.2xlarge	80	610000	9630	100	100000000	98
10	r4.2xlarge	80	610000	11556	100	120000000	110
10	r4.2xlarge	80	610000	13482	100	140000000	118
10	r4.2xlarge	80	610000	15408	100	160000000	132
10	r4.2xlarge	80	610000	17334	100	180000000	144
10	r4.2xlarge	80	610000	19260	100	200000000	156
12	r4.2xlarge	96	732000	9630	100	100000000	92
12	r4.2xlarge	96	732000	11556	100	120000000	104
12	r4.2xlarge	96	732000	13482	100	140000000	116
12	r4.2xlarge	96	732000	15408	100	160000000	130
12	r4.2xlarge	96	732000	17334	100	180000000	172
