instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	p_occurrence	gross_runtime
12	c4.2xlarge	96	180000	15150	100	150000000	0.5	96
12	m4.2xlarge	96	384000	10100	100	100000000	0.0	46
12	m4.2xlarge	96	384000	10100	100	100000000	0.75	104
12	m4.2xlarge	96	384000	10100	100	100000000	1.0	130
12	m4.2xlarge	96	384000	12625	100	125000000	0.0	46
12	m4.2xlarge	96	384000	12625	100	125000000	0.5	96
12	m4.2xlarge	96	384000	12625	100	125000000	1.0	150
12	m4.2xlarge	96	384000	15150	100	150000000	0.25	78
12	m4.2xlarge	96	384000	15150	100	150000000	0.5	114
12	m4.2xlarge	96	384000	15150	100	150000000	0.75	144
12	m4.2xlarge	96	384000	15150	100	150000000	1.0	170
12	m4.2xlarge	96	384000	17675	100	175000000	0.0	48
12	m4.2xlarge	96	384000	17675	100	175000000	0.25	86
12	m4.2xlarge	96	384000	17675	100	175000000	0.5	124
12	m4.2xlarge	96	384000	17675	100	175000000	0.75	162
12	m4.2xlarge	96	384000	17675	100	175000000	1.0	198
12	m4.2xlarge	96	384000	20200	100	200000000	0.0	48
12	m4.2xlarge	96	384000	20200	100	200000000	0.25	92
12	m4.2xlarge	96	384000	20200	100	200000000	0.5	134
12	m4.2xlarge	96	384000	20200	100	200000000	0.75	174
12	m4.2xlarge	96	384000	20200	100	200000000	1.0	220
12	r4.2xlarge	96	732000	15150	100	150000000	0.5	102
