instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
2	m4.2xlarge	16	64000	8000	5	150000000	3	1156
2	r4.2xlarge	16	122000	10500	5	100000000	5	782
2	r4.2xlarge	16	122000	10500	5	100000000	7	2902
2	r4.2xlarge	16	122000	13200	5	125000000	7	1170
2	r4.2xlarge	16	122000	18600	5	175000000	3	1724
2	r4.2xlarge	16	122000	18600	5	175000000	5	4390
2	r4.2xlarge	16	122000	20300	10	100000000	5	1098
2	r4.2xlarge	16	122000	21300	5	200000000	3	3284
2	r4.2xlarge	16	122000	30500	15	100000000	3	1724
2	r4.xlarge	8	61000	16000	5	150000000	3	3916
4	m4.2xlarge	32	128000	16000	5	150000000	3	454
4	r4.2xlarge	32	244000	10500	5	100000000	7	298
4	r4.2xlarge	32	244000	13200	5	125000000	5	354
4	r4.2xlarge	32	244000	16000	5	150000000	5	418
4	r4.2xlarge	32	244000	18600	5	175000000	5	476
4	r4.2xlarge	32	244000	20300	10	100000000	5	394
4	r4.2xlarge	32	244000	21300	5	200000000	5	564
4	r4.2xlarge	32	244000	30500	15	100000000	5	498
4	r4.xlarge	16	122000	16000	5	150000000	3	1080
6	m4.2xlarge	48	192000	16000	5	150000000	3	240
6	r4.2xlarge	48	366000	10500	5	100000000	5	204
6	r4.2xlarge	48	366000	13200	5	125000000	5	242
6	r4.2xlarge	48	366000	16000	5	150000000	5	270
6	r4.2xlarge	48	366000	18600	5	175000000	5	300
6	r4.2xlarge	48	366000	20300	10	100000000	5	258
6	r4.2xlarge	48	366000	21300	5	200000000	5	360
6	r4.2xlarge	48	366000	30500	15	100000000	5	310
6	r4.xlarge	24	183000	16000	5	150000000	3	478
8	m4.2xlarge	64	256000	16000	5	150000000	3	196
8	r4.2xlarge	64	488000	10500	5	100000000	5	168
8	r4.2xlarge	64	488000	13200	5	125000000	5	180
8	r4.2xlarge	64	488000	16000	5	150000000	5	218
8	r4.2xlarge	64	488000	18600	5	175000000	5	238
8	r4.2xlarge	64	488000	20300	10	100000000	5	192
8	r4.2xlarge	64	488000	21300	5	200000000	5	266
8	r4.2xlarge	64	488000	30500	15	100000000	5	242
10	m4.2xlarge	80	320000	16000	5	150000000	3	154
10	r4.2xlarge	80	610000	10500	5	100000000	5	148
10	r4.2xlarge	80	610000	13200	5	125000000	5	174
10	r4.2xlarge	80	610000	16000	5	150000000	5	176
10	r4.2xlarge	80	610000	18600	5	175000000	5	196
10	r4.2xlarge	80	610000	20300	10	100000000	5	180
10	r4.2xlarge	80	610000	21300	5	200000000	5	226
10	r4.2xlarge	80	610000	30500	15	100000000	5	204
10	r4.xlarge	40	305000	16000	5	150000000	3	250
12	m4.2xlarge	96	384000	16000	5	150000000	3	148
12	r4.2xlarge	96	732000	10500	5	100000000	5	112
12	r4.2xlarge	96	732000	13200	5	125000000	5	154
12	r4.2xlarge	96	732000	16000	5	150000000	5	170
12	r4.2xlarge	96	732000	18600	5	175000000	5	174
12	r4.2xlarge	96	732000	20300	10	100000000	7	148
12	r4.2xlarge	96	732000	21300	5	200000000	5	186
12	r4.2xlarge	96	732000	30500	15	100000000	5	168
