instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	gross_runtime
2	c4.2xlarge	16	30000	9530	1000	10000000	340
2	c4.2xlarge	16	30000	9530	1000	10000000	352
2	c4.2xlarge	16	30000	9630	100	100000000	360
2	c4.2xlarge	16	30000	9630	100	100000000	376
2	c4.2xlarge	16	30000	11556	100	120000000	422
2	c4.2xlarge	16	30000	11556	100	120000000	436
2	c4.2xlarge	16	30000	11556	100	120000000	462
2	c4.2xlarge	16	30000	13482	100	140000000	500
2	c4.2xlarge	16	30000	15408	100	160000000	578
2	c4.2xlarge	16	30000	15408	100	160000000	600
2	c4.2xlarge	16	30000	17334	100	180000000	668
2	c4.2xlarge	16	30000	19260	100	200000000	724
2	c4.2xlarge	16	30000	19260	100	200000000	734
2	c4.2xlarge	16	30000	19260	100	200000000	754
2	m4.2xlarge	16	64000	9530	1000	10000000	380
2	m4.2xlarge	16	64000	9630	100	100000000	382
2	m4.2xlarge	16	64000	11556	100	120000000	454
2	m4.2xlarge	16	64000	11556	100	120000000	460
2	m4.2xlarge	16	64000	13482	100	140000000	540
2	m4.2xlarge	16	64000	15408	100	160000000	632
2	m4.2xlarge	16	64000	15408	100	160000000	638
2	m4.2xlarge	16	64000	17334	100	180000000	734
2	m4.2xlarge	16	64000	17334	100	180000000	762
2	m4.2xlarge	16	64000	19260	100	200000000	842
2	m4.2xlarge	16	64000	19260	100	200000000	866
2	r4.2xlarge	16	122000	9530	1000	10000000	194
2	r4.2xlarge	16	122000	9630	100	100000000	222
2	r4.2xlarge	16	122000	11556	100	120000000	256
2	r4.2xlarge	16	122000	13482	100	140000000	288
2	r4.2xlarge	16	122000	15408	100	160000000	322
2	r4.2xlarge	16	122000	17334	100	180000000	364
2	r4.2xlarge	16	122000	19260	100	200000000	406
4	c4.2xlarge	32	60000	9530	1000	10000000	184
4	c4.2xlarge	32	60000	9630	100	100000000	190
4	c4.2xlarge	32	60000	11556	100	120000000	222
4	c4.2xlarge	32	60000	13482	100	140000000	260
4	c4.2xlarge	32	60000	15408	100	160000000	302
4	c4.2xlarge	32	60000	15408	100	160000000	326
4	c4.2xlarge	32	60000	17334	100	180000000	332
4	c4.2xlarge	32	60000	17334	100	180000000	340
4	c4.2xlarge	32	60000	19260	100	200000000	368
4	c4.2xlarge	32	60000	19260	100	200000000	380
4	m4.2xlarge	32	128000	9530	1000	10000000	180
4	m4.2xlarge	32	128000	9630	100	100000000	182
4	m4.2xlarge	32	128000	11556	100	120000000	222
4	m4.2xlarge	32	128000	13482	100	140000000	258
4	m4.2xlarge	32	128000	15408	100	160000000	298
4	m4.2xlarge	32	128000	17334	100	180000000	328
4	m4.2xlarge	32	128000	17334	100	180000000	344
4	m4.2xlarge	32	128000	19260	100	200000000	362
4	m4.2xlarge	32	128000	19260	100	200000000	378
4	r4.2xlarge	32	244000	9530	1000	10000000	92
4	r4.2xlarge	32	244000	9530	1000	10000000	116
4	r4.2xlarge	32	244000	9630	100	100000000	118
4	r4.2xlarge	32	244000	11556	100	120000000	132
4	r4.2xlarge	32	244000	13482	100	140000000	150
4	r4.2xlarge	32	244000	15408	100	160000000	166
4	r4.2xlarge	32	244000	15408	100	160000000	196
4	r4.2xlarge	32	244000	17334	100	180000000	180
4	r4.2xlarge	32	244000	19260	100	200000000	208
6	c4.2xlarge	48	90000	9530	1000	10000000	152
6	c4.2xlarge	48	90000	9630	100	100000000	158
6	c4.2xlarge	48	90000	11556	100	120000000	186
6	c4.2xlarge	48	90000	13482	100	140000000	218
6	c4.2xlarge	48	90000	15408	100	160000000	236
6	c4.2xlarge	48	90000	15408	100	160000000	264
6	c4.2xlarge	48	90000	17334	100	180000000	266
6	c4.2xlarge	48	90000	19260	100	200000000	290
6	m4.2xlarge	48	192000	9530	1000	10000000	166
6	m4.2xlarge	48	192000	9630	100	100000000	168
6	m4.2xlarge	48	192000	11556	100	120000000	196
6	m4.2xlarge	48	192000	11556	100	120000000	210
6	m4.2xlarge	48	192000	13482	100	140000000	222
6	m4.2xlarge	48	192000	15408	100	160000000	246
6	m4.2xlarge	48	192000	15408	100	160000000	266
6	m4.2xlarge	48	192000	17334	100	180000000	274
6	m4.2xlarge	48	192000	19260	100	200000000	302
6	r4.2xlarge	48	366000	9530	1000	10000000	84
6	r4.2xlarge	48	366000	9530	1000	10000000	112
6	r4.2xlarge	48	366000	9530	1000	10000000	174
6	r4.2xlarge	48	366000	9630	100	100000000	106
6	r4.2xlarge	48	366000	11556	100	120000000	120
6	r4.2xlarge	48	366000	13482	100	140000000	138
6	r4.2xlarge	48	366000	15408	100	160000000	144
6	r4.2xlarge	48	366000	15408	100	160000000	156
6	r4.2xlarge	48	366000	15408	100	160000000	194
6	r4.2xlarge	48	366000	17334	100	180000000	162
6	r4.2xlarge	48	366000	19260	100	200000000	172
6	r4.2xlarge	48	366000	19260	100	200000000	188
8	c4.2xlarge	64	120000	9530	1000	10000000	140
8	c4.2xlarge	64	120000	9630	100	100000000	140
8	c4.2xlarge	64	120000	11556	100	120000000	170
8	c4.2xlarge	64	120000	13482	100	140000000	192
8	c4.2xlarge	64	120000	15408	100	160000000	222
8	c4.2xlarge	64	120000	17334	100	180000000	244
8	c4.2xlarge	64	120000	17334	100	180000000	260
8	c4.2xlarge	64	120000	17334	100	180000000	284
8	c4.2xlarge	64	120000	19260	100	200000000	262
8	m4.2xlarge	64	256000	9530	1000	10000000	152
8	m4.2xlarge	64	256000	9630	100	100000000	154
8	m4.2xlarge	64	256000	11556	100	120000000	180
8	m4.2xlarge	64	256000	13482	100	140000000	206
8	m4.2xlarge	64	256000	15408	100	160000000	226
8	m4.2xlarge	64	256000	17334	100	180000000	256
8	m4.2xlarge	64	256000	17334	100	180000000	310
8	m4.2xlarge	64	256000	17334	100	180000000	488
8	m4.2xlarge	64	256000	19260	100	200000000	274
8	m4.2xlarge	64	256000	19260	100	200000000	332
8	m4.2xlarge	64	256000	19260	100	200000000	626
8	r4.2xlarge	64	488000	9530	1000	10000000	76
8	r4.2xlarge	64	488000	9630	100	100000000	100
8	r4.2xlarge	64	488000	11556	100	120000000	110
8	r4.2xlarge	64	488000	13482	100	140000000	124
8	r4.2xlarge	64	488000	15408	100	160000000	138
8	r4.2xlarge	64	488000	17334	100	180000000	160
8	r4.2xlarge	64	488000	17334	100	180000000	208
8	r4.2xlarge	64	488000	17334	100	180000000	272
8	r4.2xlarge	64	488000	19260	100	200000000	154
10	c4.2xlarge	80	150000	9530	1000	10000000	134
10	c4.2xlarge	80	150000	9630	100	100000000	132
10	c4.2xlarge	80	150000	11556	100	120000000	158
10	c4.2xlarge	80	150000	13482	100	140000000	184
10	c4.2xlarge	80	150000	15408	100	160000000	204
10	c4.2xlarge	80	150000	17334	100	180000000	228
10	c4.2xlarge	80	150000	17334	100	180000000	354
10	c4.2xlarge	80	150000	19260	100	200000000	246
10	m4.2xlarge	80	320000	9530	1000	10000000	154
10	m4.2xlarge	80	320000	9630	100	100000000	148
10	m4.2xlarge	80	320000	11556	100	120000000	168
10	m4.2xlarge	80	320000	13482	100	140000000	194
10	m4.2xlarge	80	320000	15408	100	160000000	216
10	m4.2xlarge	80	320000	17334	100	180000000	244
10	m4.2xlarge	80	320000	19260	100	200000000	262
10	m4.2xlarge	80	320000	19260	100	200000000	434
10	r4.2xlarge	80	610000	9530	1000	10000000	94
10	r4.2xlarge	80	610000	9530	1000	10000000	112
10	r4.2xlarge	80	610000	9630	100	100000000	98
10	r4.2xlarge	80	610000	11556	100	120000000	108
10	r4.2xlarge	80	610000	13482	100	140000000	118
10	r4.2xlarge	80	610000	15408	100	160000000	132
10	r4.2xlarge	80	610000	17334	100	180000000	144
10	r4.2xlarge	80	610000	19260	100	200000000	152
10	r4.2xlarge	80	610000	19260	100	200000000	170
10	r4.2xlarge	80	610000	19260	100	200000000	212
12	c4.2xlarge	96	180000	9530	1000	10000000	128
12	c4.2xlarge	96	180000	9630	100	100000000	132
12	c4.2xlarge	96	180000	11556	100	120000000	154
12	c4.2xlarge	96	180000	13482	100	140000000	174
12	c4.2xlarge	96	180000	15408	100	160000000	198
12	c4.2xlarge	96	180000	17334	100	180000000	220
12	c4.2xlarge	96	180000	17334	100	180000000	304
12	c4.2xlarge	96	180000	19260	100	200000000	238
12	m4.2xlarge	96	384000	9530	1000	10000000	142
12	m4.2xlarge	96	384000	9630	100	100000000	140
12	m4.2xlarge	96	384000	11556	100	120000000	162
12	m4.2xlarge	96	384000	13482	100	140000000	184
12	m4.2xlarge	96	384000	15408	100	160000000	208
12	m4.2xlarge	96	384000	17334	100	180000000	228
12	m4.2xlarge	96	384000	19260	100	200000000	256
12	m4.2xlarge	96	384000	19260	100	200000000	322
12	m4.2xlarge	96	384000	19260	100	200000000	342
12	r4.2xlarge	96	732000	9530	1000	10000000	72
12	r4.2xlarge	96	732000	9630	100	100000000	92
12	r4.2xlarge	96	732000	11556	100	120000000	104
12	r4.2xlarge	96	732000	13482	100	140000000	116
12	r4.2xlarge	96	732000	15408	100	160000000	130
12	r4.2xlarge	96	732000	17334	100	180000000	136
12	r4.2xlarge	96	732000	17334	100	180000000	172
12	r4.2xlarge	96	732000	17334	100	180000000	210
12	r4.2xlarge	96	732000	19260	100	200000000	146
