instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
2	m4.2xlarge	16	64000	284	2000000	20000000	0.001	396
2	r4.2xlarge	16	122000	131	1000000	10000000	0.001	190
2	r4.2xlarge	16	122000	142	2000000	10000000	0.001	274
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	372
2	r4.2xlarge	16	122000	145	3000000	10000000	0.01	244
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	256
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	424
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	668
2	r4.2xlarge	16	122000	291	3000000	20000000	0.005	368
2	r4.2xlarge	16	122000	394	1000000	30000000	0.001	316
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	490
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	838
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	496
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	680
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	312
4	r4.2xlarge	32	244000	131	1000000	10000000	0.001	174
4	r4.2xlarge	32	244000	142	2000000	10000000	0.001	246
4	r4.2xlarge	32	244000	145	3000000	10000000	0.001	274
4	r4.2xlarge	32	244000	263	1000000	20000000	0.001	222
4	r4.2xlarge	32	244000	284	2000000	20000000	0.01	232
4	r4.2xlarge	32	244000	291	3000000	20000000	0.0005	486
4	r4.2xlarge	32	244000	291	3000000	20000000	0.005	298
4	r4.2xlarge	32	244000	394	1000000	30000000	0.0005	344
4	r4.2xlarge	32	244000	394	1000000	30000000	0.005	230
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0005	480
4	r4.2xlarge	32	244000	426	2000000	30000000	0.005	306
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0005	634
4	r4.2xlarge	32	244000	436	3000000	30000000	0.005	378
6	m4.2xlarge	48	192000	284	2000000	20000000	0.001	310
6	r4.2xlarge	48	366000	131	1000000	10000000	0.001	174
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0005	264
6	r4.2xlarge	48	366000	145	3000000	10000000	0.001	286
6	r4.2xlarge	48	366000	263	1000000	20000000	0.001	206
6	r4.2xlarge	48	366000	284	2000000	20000000	0.0005	370
6	r4.2xlarge	48	366000	284	2000000	20000000	0.01	218
6	r4.2xlarge	48	366000	291	3000000	20000000	0.0005	472
6	r4.2xlarge	48	366000	291	3000000	20000000	0.01	268
6	r4.2xlarge	48	366000	394	1000000	30000000	0.001	268
6	r4.2xlarge	48	366000	426	2000000	30000000	0.001	390
6	r4.2xlarge	48	366000	436	3000000	30000000	0.0005	560
6	r4.2xlarge	48	366000	436	3000000	30000000	0.01	330
6	r4.xlarge	24	183000	284	2000000	20000000	0.001	430
8	m4.2xlarge	64	256000	284	2000000	20000000	0.001	326
8	r4.2xlarge	64	488000	131	1000000	10000000	0.001	170
8	r4.2xlarge	64	488000	142	2000000	10000000	0.001	244
8	r4.2xlarge	64	488000	145	3000000	10000000	0.001	290
8	r4.2xlarge	64	488000	263	1000000	20000000	0.001	216
8	r4.2xlarge	64	488000	284	2000000	20000000	0.0005	380
8	r4.2xlarge	64	488000	284	2000000	20000000	0.005	234
8	r4.2xlarge	64	488000	291	3000000	20000000	0.001	402
8	r4.2xlarge	64	488000	394	1000000	30000000	0.001	270
8	r4.2xlarge	64	488000	426	2000000	30000000	0.0005	462
8	r4.2xlarge	64	488000	426	2000000	30000000	0.01	262
8	r4.2xlarge	64	488000	436	3000000	30000000	0.0005	580
8	r4.2xlarge	64	488000	436	3000000	30000000	0.005	368
8	r4.xlarge	32	244000	284	2000000	20000000	0.001	400
10	m4.2xlarge	80	320000	284	2000000	20000000	0.001	298
10	r4.2xlarge	80	610000	131	1000000	10000000	0.001	180
10	r4.2xlarge	80	610000	142	2000000	10000000	0.001	262
10	r4.2xlarge	80	610000	145	3000000	10000000	0.001	276
10	r4.2xlarge	80	610000	263	1000000	20000000	0.001	206
10	r4.2xlarge	80	610000	284	2000000	20000000	0.001	314
10	r4.2xlarge	80	610000	291	3000000	20000000	0.0005	464
10	r4.2xlarge	80	610000	291	3000000	20000000	0.005	296
10	r4.2xlarge	80	610000	394	1000000	30000000	0.001	266
10	r4.2xlarge	80	610000	426	2000000	30000000	0.001	386
10	r4.2xlarge	80	610000	436	3000000	30000000	0.0005	550
10	r4.2xlarge	80	610000	436	3000000	30000000	0.005	372
10	r4.xlarge	40	305000	284	2000000	20000000	0.001	418
12	m4.2xlarge	96	384000	284	2000000	20000000	0.001	304
12	r4.2xlarge	96	732000	131	1000000	10000000	0.001	180
12	r4.2xlarge	96	732000	142	2000000	10000000	0.001	254
12	r4.2xlarge	96	732000	145	3000000	10000000	0.001	274
12	r4.2xlarge	96	732000	263	1000000	20000000	0.001	222
12	r4.2xlarge	96	732000	284	2000000	20000000	0.001	308
12	r4.2xlarge	96	732000	291	3000000	20000000	0.001	404
12	r4.2xlarge	96	732000	394	1000000	30000000	0.001	258
12	r4.2xlarge	96	732000	426	2000000	30000000	0.001	396
12	r4.2xlarge	96	732000	436	3000000	30000000	0.0001	664
12	r4.2xlarge	96	732000	436	3000000	30000000	0.005	376
