instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
4	r4.2xlarge	32	244000	142	2000000	10000000	0.001	260
4	r4.2xlarge	32	244000	263	1000000	20000000	0.001	222
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0005	370
4	r4.2xlarge	32	244000	291	3000000	20000000	0.001	430
4	r4.2xlarge	32	244000	394	1000000	30000000	0.001	280
4	r4.2xlarge	32	244000	436	3000000	30000000	0.001	532
8	r4.2xlarge	64	488000	131	1000000	10000000	0.001	180
8	r4.2xlarge	64	488000	145	3000000	10000000	0.001	290
8	r4.2xlarge	64	488000	426	2000000	30000000	0.001	408
10	r4.2xlarge	80	610000	142	2000000	10000000	0.001	254
10	r4.2xlarge	80	610000	263	1000000	20000000	0.001	212
10	r4.2xlarge	80	610000	284	2000000	20000000	0.001	316
10	r4.2xlarge	80	610000	291	3000000	20000000	0.001	404
10	r4.2xlarge	80	610000	394	1000000	30000000	0.001	266
10	r4.2xlarge	80	610000	436	3000000	30000000	0.001	494
