instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
2	r4.2xlarge	16	122000	131	1000000	10000000	0.001	190
2	r4.2xlarge	16	122000	142	2000000	10000000	0.001	274
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	256
2	r4.2xlarge	16	122000	284	2000000	20000000	0.001	432
2	r4.2xlarge	16	122000	291	3000000	20000000	0.001	484
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	614
4	r4.2xlarge	32	244000	142	2000000	10000000	0.001	246
4	r4.2xlarge	32	244000	145	3000000	10000000	0.001	294
4	r4.2xlarge	32	244000	263	1000000	20000000	0.001	222
4	r4.2xlarge	32	244000	284	2000000	20000000	0.001	330
4	r4.2xlarge	32	244000	291	3000000	20000000	0.001	424
4	r4.2xlarge	32	244000	394	1000000	30000000	0.0005	290
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0005	452
4	r4.2xlarge	32	244000	436	3000000	30000000	0.001	524
6	r4.2xlarge	48	366000	131	1000000	10000000	0.001	172
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0005	264
6	r4.2xlarge	48	366000	145	3000000	10000000	0.001	286
6	r4.2xlarge	48	366000	263	1000000	20000000	0.001	206
6	r4.2xlarge	48	366000	284	2000000	20000000	0.0005	344
6	r4.2xlarge	48	366000	291	3000000	20000000	0.001	400
6	r4.2xlarge	48	366000	394	1000000	30000000	0.001	268
6	r4.2xlarge	48	366000	426	2000000	30000000	0.001	390
6	r4.2xlarge	48	366000	436	3000000	30000000	0.001	496
8	r4.2xlarge	64	488000	142	2000000	10000000	0.001	244
8	r4.2xlarge	64	488000	145	3000000	10000000	0.001	290
8	r4.2xlarge	64	488000	263	1000000	20000000	0.001	216
8	r4.2xlarge	64	488000	284	2000000	20000000	0.001	324
8	r4.2xlarge	64	488000	291	3000000	20000000	0.001	402
8	r4.2xlarge	64	488000	394	1000000	30000000	0.001	270
8	r4.2xlarge	64	488000	426	2000000	30000000	0.001	390
8	r4.2xlarge	64	488000	436	3000000	30000000	0.001	506
10	r4.2xlarge	80	610000	142	2000000	10000000	0.001	262
10	r4.2xlarge	80	610000	145	3000000	10000000	0.001	276
10	r4.2xlarge	80	610000	263	1000000	20000000	0.001	206
10	r4.2xlarge	80	610000	284	2000000	20000000	0.001	314
10	r4.2xlarge	80	610000	291	3000000	20000000	0.001	404
10	r4.2xlarge	80	610000	394	1000000	30000000	0.001	266
10	r4.2xlarge	80	610000	436	3000000	30000000	0.001	484
12	r4.2xlarge	96	732000	131	1000000	10000000	0.001	180
12	r4.2xlarge	96	732000	142	2000000	10000000	0.001	254
12	r4.2xlarge	96	732000	263	1000000	20000000	0.001	222
12	r4.2xlarge	96	732000	284	2000000	20000000	0.001	308
12	r4.2xlarge	96	732000	291	3000000	20000000	0.001	404
12	r4.2xlarge	96	732000	426	2000000	30000000	0.001	396
12	r4.2xlarge	96	732000	436	3000000	30000000	0.001	478
