instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
4	r4.2xlarge	32	244000	142	2000000	10000000	0.001	260
4	r4.2xlarge	32	244000	145	3000000	10000000	0.001	294
4	r4.2xlarge	32	244000	263	1000000	20000000	0.0005	238
4	r4.2xlarge	32	244000	291	3000000	20000000	0.001	444
4	r4.2xlarge	32	244000	394	1000000	30000000	0.0005	290
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0005	452
4	r4.2xlarge	32	244000	436	3000000	30000000	0.001	550
6	r4.2xlarge	48	366000	131	1000000	10000000	0.001	176
6	r4.2xlarge	48	366000	145	3000000	10000000	0.001	286
6	r4.2xlarge	48	366000	263	1000000	20000000	0.001	220
6	r4.2xlarge	48	366000	394	1000000	30000000	0.001	268
6	r4.2xlarge	48	366000	436	3000000	30000000	0.001	504
6	r4.xlarge	24	183000	284	2000000	20000000	0.001	422
8	r4.2xlarge	64	488000	291	3000000	20000000	0.001	402
8	r4.2xlarge	64	488000	426	2000000	30000000	0.001	390
10	r4.2xlarge	80	610000	142	2000000	10000000	0.001	254
10	r4.2xlarge	80	610000	145	3000000	10000000	0.001	276
10	r4.2xlarge	80	610000	263	1000000	20000000	0.001	212
10	r4.2xlarge	80	610000	284	2000000	20000000	0.001	314
10	r4.2xlarge	80	610000	291	3000000	20000000	0.001	404
10	r4.2xlarge	80	610000	394	1000000	30000000	0.001	266
10	r4.2xlarge	80	610000	436	3000000	30000000	0.001	484
12	m4.2xlarge	96	384000	284	2000000	20000000	0.001	328
12	r4.2xlarge	96	732000	131	1000000	10000000	0.001	180
12	r4.2xlarge	96	732000	426	2000000	30000000	0.001	392
