instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
2	m4.2xlarge	16	64000	284	2000000	20000000	0.001	396
2	r4.2xlarge	16	122000	131	1000000	10000000	0.0005	210
2	r4.2xlarge	16	122000	131	1000000	10000000	0.005	152
2	r4.2xlarge	16	122000	142	2000000	10000000	0.0001	366
2	r4.2xlarge	16	122000	142	2000000	10000000	0.0005	302
2	r4.2xlarge	16	122000	142	2000000	10000000	0.005	212
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	402
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	312
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	234
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	296
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	200
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	520
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	676
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	424
2	r4.2xlarge	16	122000	284	2000000	20000000	0.01	276
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	668
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	744
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	870
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0005	532
2	r4.2xlarge	16	122000	291	3000000	20000000	0.005	378
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	314
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0001	454
2	r4.2xlarge	16	122000	394	1000000	30000000	0.001	340
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	232
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	668
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	540
2	r4.2xlarge	16	122000	426	2000000	30000000	0.01	352
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	842
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0005	686
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	618
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	466
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	392
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	680
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	312
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0005	192
4	r4.2xlarge	32	244000	131	1000000	10000000	0.01	122
4	r4.2xlarge	32	244000	142	2000000	10000000	0.0001	332
4	r4.2xlarge	32	244000	142	2000000	10000000	0.0005	274
4	r4.2xlarge	32	244000	142	2000000	10000000	0.01	178
4	r4.2xlarge	32	244000	145	3000000	10000000	0.0001	366
4	r4.2xlarge	32	244000	145	3000000	10000000	0.001	294
4	r4.2xlarge	32	244000	145	3000000	10000000	0.005	206
4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	320
4	r4.2xlarge	32	244000	263	1000000	20000000	0.0005	238
4	r4.2xlarge	32	244000	263	1000000	20000000	0.01	164
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0001	438
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0005	360
4	r4.2xlarge	32	244000	284	2000000	20000000	0.01	232
4	r4.2xlarge	32	244000	291	3000000	20000000	0.0001	572
4	r4.2xlarge	32	244000	291	3000000	20000000	0.0005	464
4	r4.2xlarge	32	244000	291	3000000	20000000	0.005	316
4	r4.2xlarge	32	244000	291	3000000	20000000	0.01	264
4	r4.2xlarge	32	244000	394	1000000	30000000	0.0001	362
4	r4.2xlarge	32	244000	394	1000000	30000000	0.0005	292
4	r4.2xlarge	32	244000	394	1000000	30000000	0.005	210
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0001	560
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0005	462
4	r4.2xlarge	32	244000	426	2000000	30000000	0.005	306
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0001	726
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0005	594
4	r4.2xlarge	32	244000	436	3000000	30000000	0.001	538
4	r4.2xlarge	32	244000	436	3000000	30000000	0.005	390
4	r4.2xlarge	32	244000	436	3000000	30000000	0.01	332
6	m4.2xlarge	48	192000	284	2000000	20000000	0.001	310
6	r4.2xlarge	48	366000	131	1000000	10000000	0.0001	234
6	r4.2xlarge	48	366000	131	1000000	10000000	0.0005	190
6	r4.2xlarge	48	366000	131	1000000	10000000	0.01	126
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0001	350
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0005	264
6	r4.2xlarge	48	366000	142	2000000	10000000	0.01	178
6	r4.2xlarge	48	366000	145	3000000	10000000	0.0001	376
6	r4.2xlarge	48	366000	145	3000000	10000000	0.0005	296
6	r4.2xlarge	48	366000	145	3000000	10000000	0.01	200
6	r4.2xlarge	48	366000	263	1000000	20000000	0.0001	280
6	r4.2xlarge	48	366000	263	1000000	20000000	0.001	240
6	r4.2xlarge	48	366000	263	1000000	20000000	0.005	164
6	r4.2xlarge	48	366000	284	2000000	20000000	0.001	330
6	r4.2xlarge	48	366000	284	2000000	20000000	0.01	218
6	r4.2xlarge	48	366000	291	3000000	20000000	0.0001	582
6	r4.2xlarge	48	366000	291	3000000	20000000	0.001	426
6	r4.2xlarge	48	366000	291	3000000	20000000	0.01	268
6	r4.2xlarge	48	366000	394	1000000	30000000	0.0001	366
6	r4.2xlarge	48	366000	394	1000000	30000000	0.0005	286
6	r4.2xlarge	48	366000	394	1000000	30000000	0.005	208
6	r4.2xlarge	48	366000	426	2000000	30000000	0.0001	534
6	r4.2xlarge	48	366000	426	2000000	30000000	0.0005	434
6	r4.2xlarge	48	366000	426	2000000	30000000	0.01	270
6	r4.2xlarge	48	366000	436	3000000	30000000	0.0001	686
6	r4.2xlarge	48	366000	436	3000000	30000000	0.0005	540
6	r4.2xlarge	48	366000	436	3000000	30000000	0.01	330
6	r4.xlarge	24	183000	284	2000000	20000000	0.001	430
8	m4.2xlarge	64	256000	284	2000000	20000000	0.001	326
8	r4.2xlarge	64	488000	131	1000000	10000000	0.0001	228
8	r4.2xlarge	64	488000	131	1000000	10000000	0.005	136
8	r4.2xlarge	64	488000	142	2000000	10000000	0.0001	350
8	r4.2xlarge	64	488000	142	2000000	10000000	0.001	258
8	r4.2xlarge	64	488000	142	2000000	10000000	0.01	174
8	r4.2xlarge	64	488000	145	3000000	10000000	0.0001	368
8	r4.2xlarge	64	488000	145	3000000	10000000	0.0005	300
8	r4.2xlarge	64	488000	145	3000000	10000000	0.005	206
8	r4.2xlarge	64	488000	263	1000000	20000000	0.0001	278
8	r4.2xlarge	64	488000	263	1000000	20000000	0.005	168
8	r4.2xlarge	64	488000	284	2000000	20000000	0.0001	434
8	r4.2xlarge	64	488000	284	2000000	20000000	0.001	348
8	r4.2xlarge	64	488000	284	2000000	20000000	0.005	234
8	r4.2xlarge	64	488000	291	3000000	20000000	0.0001	560
8	r4.2xlarge	64	488000	291	3000000	20000000	0.001	436
8	r4.2xlarge	64	488000	291	3000000	20000000	0.01	276
8	r4.2xlarge	64	488000	394	1000000	30000000	0.0001	344
8	r4.2xlarge	64	488000	394	1000000	30000000	0.001	270
8	r4.2xlarge	64	488000	394	1000000	30000000	0.005	200
8	r4.2xlarge	64	488000	426	2000000	30000000	0.0001	546
8	r4.2xlarge	64	488000	426	2000000	30000000	0.0005	426
8	r4.2xlarge	64	488000	426	2000000	30000000	0.01	262
8	r4.2xlarge	64	488000	436	3000000	30000000	0.0001	696
8	r4.2xlarge	64	488000	436	3000000	30000000	0.0005	558
8	r4.2xlarge	64	488000	436	3000000	30000000	0.001	506
8	r4.2xlarge	64	488000	436	3000000	30000000	0.005	376
8	r4.2xlarge	64	488000	436	3000000	30000000	0.01	312
10	m4.2xlarge	80	320000	284	2000000	20000000	0.001	298
10	r4.2xlarge	80	610000	131	1000000	10000000	0.0001	234
10	r4.2xlarge	80	610000	131	1000000	10000000	0.001	184
