instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
2	m4.2xlarge	16	64000	8000	5	150000000	3	1126
2	m4.2xlarge	16	64000	8000	5	150000000	3	1126
2	m4.2xlarge	16	64000	8000	5	150000000	3	1156
2	r4.2xlarge	16	122000	10500	5	100000000	5	774
2	r4.2xlarge	16	122000	10500	5	100000000	9	2970
2	r4.2xlarge	16	122000	13200	5	125000000	3	794
2	r4.2xlarge	16	122000	13200	5	125000000	3	798
2	r4.2xlarge	16	122000	13200	5	125000000	3	800
2	r4.2xlarge	16	122000	13200	5	125000000	3	804
2	r4.2xlarge	16	122000	13200	5	125000000	5	958
2	r4.2xlarge	16	122000	13200	5	125000000	5	960
2	r4.2xlarge	16	122000	13200	5	125000000	5	964
2	r4.2xlarge	16	122000	13200	5	125000000	5	972
2	r4.2xlarge	16	122000	13200	5	125000000	7	1160
2	r4.2xlarge	16	122000	13200	5	125000000	7	2780
2	r4.2xlarge	16	122000	13200	5	125000000	9	1132
2	r4.2xlarge	16	122000	13200	5	125000000	9	2714
2	r4.2xlarge	16	122000	13200	5	125000000	9	2718
2	r4.2xlarge	16	122000	16000	5	150000000	3	920
2	r4.2xlarge	16	122000	16000	5	150000000	3	930
2	r4.2xlarge	16	122000	16000	5	150000000	3	934
2	r4.2xlarge	16	122000	16000	5	150000000	5	1136
2	r4.2xlarge	16	122000	16000	5	150000000	5	1138
2	r4.2xlarge	16	122000	16000	5	150000000	5	1140
2	r4.2xlarge	16	122000	16000	5	150000000	5	1142
2	r4.2xlarge	16	122000	16000	5	150000000	5	1146
2	r4.2xlarge	16	122000	16000	5	150000000	7	856
2	r4.2xlarge	16	122000	16000	5	150000000	7	856
2	r4.2xlarge	16	122000	16000	5	150000000	7	1162
2	r4.2xlarge	16	122000	16000	5	150000000	9	1124
2	r4.2xlarge	16	122000	16000	5	150000000	9	1126
2	r4.2xlarge	16	122000	16000	5	150000000	9	1130
2	r4.2xlarge	16	122000	18600	5	175000000	7	860
2	r4.2xlarge	16	122000	18600	5	175000000	7	4204
2	r4.2xlarge	16	122000	20300	10	100000000	3	1050
2	r4.2xlarge	16	122000	20300	10	100000000	7	1246
2	r4.2xlarge	16	122000	21300	5	200000000	3	3284
2	r4.2xlarge	16	122000	30500	15	100000000	5	2674
2	r4.2xlarge	16	122000	30500	15	100000000	7	1050
