instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
2	m4.2xlarge	16	64000	284	2000000	20000000	0.001	398
2	r4.2xlarge	16	122000	131	1000000	10000000	0.0001	248
2	r4.2xlarge	16	122000	131	1000000	10000000	0.0005	208
2	r4.2xlarge	16	122000	131	1000000	10000000	0.001	192
2	r4.2xlarge	16	122000	131	1000000	10000000	0.005	154
2	r4.2xlarge	16	122000	131	1000000	10000000	0.01	138
2	r4.2xlarge	16	122000	142	2000000	10000000	0.0001	366
2	r4.2xlarge	16	122000	142	2000000	10000000	0.0005	304
2	r4.2xlarge	16	122000	142	2000000	10000000	0.001	276
2	r4.2xlarge	16	122000	142	2000000	10000000	0.005	216
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	406
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0005	338
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	308
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	240
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	300
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	298
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	216
2	r4.2xlarge	16	122000	263	1000000	20000000	0.01	188
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	522
2	r4.2xlarge	16	122000	284	2000000	20000000	0.001	384
2	r4.2xlarge	16	122000	284	2000000	20000000	0.005	294
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	350
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	218
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0005	552
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	492
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	370
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	842
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0005	686
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	618
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	462
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	392
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	316
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0005	188
4	r4.2xlarge	32	244000	131	1000000	10000000	0.01	120
4	r4.2xlarge	32	244000	142	2000000	10000000	0.0001	330
4	r4.2xlarge	32	244000	142	2000000	10000000	0.005	192
4	r4.2xlarge	32	244000	142	2000000	10000000	0.01	174
4	r4.2xlarge	32	244000	145	3000000	10000000	0.0001	364
4	r4.2xlarge	32	244000	145	3000000	10000000	0.001	276
4	r4.2xlarge	32	244000	263	1000000	20000000	0.0005	244
4	r4.2xlarge	32	244000	263	1000000	20000000	0.001	220
4	r4.2xlarge	32	244000	263	1000000	20000000	0.005	172
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0005	364
4	r4.2xlarge	32	244000	284	2000000	20000000	0.001	322
4	r4.2xlarge	32	244000	284	2000000	20000000	0.005	252
4	r4.2xlarge	32	244000	284	2000000	20000000	0.01	218
4	r4.2xlarge	32	244000	291	3000000	20000000	0.001	426
4	r4.2xlarge	32	244000	394	1000000	30000000	0.001	266
4	r4.2xlarge	32	244000	394	1000000	30000000	0.005	240
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0005	472
4	r4.2xlarge	32	244000	426	2000000	30000000	0.005	308
4	r4.2xlarge	32	244000	426	2000000	30000000	0.01	266
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0001	730
4	r4.2xlarge	32	244000	436	3000000	30000000	0.01	332
6	r4.2xlarge	48	366000	131	1000000	10000000	0.0001	236
6	r4.2xlarge	48	366000	131	1000000	10000000	0.0005	192
6	r4.2xlarge	48	366000	131	1000000	10000000	0.001	174
6	r4.2xlarge	48	366000	131	1000000	10000000	0.01	120
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0001	338
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0005	292
6	r4.2xlarge	48	366000	145	3000000	10000000	0.0005	298
6	r4.2xlarge	48	366000	145	3000000	10000000	0.001	274
6	r4.2xlarge	48	366000	145	3000000	10000000	0.005	210
6	r4.2xlarge	48	366000	263	1000000	20000000	0.001	206
6	r4.2xlarge	48	366000	263	1000000	20000000	0.005	172
6	r4.2xlarge	48	366000	263	1000000	20000000	0.01	148
6	r4.2xlarge	48	366000	284	2000000	20000000	0.0005	360
6	r4.2xlarge	48	366000	284	2000000	20000000	0.001	314
6	r4.2xlarge	48	366000	284	2000000	20000000	0.01	206
6	r4.2xlarge	48	366000	291	3000000	20000000	0.005	298
6	r4.2xlarge	48	366000	291	3000000	20000000	0.01	250
6	r4.2xlarge	48	366000	394	1000000	30000000	0.0005	336
6	r4.2xlarge	48	366000	394	1000000	30000000	0.005	224
6	r4.2xlarge	48	366000	394	1000000	30000000	0.01	198
6	r4.2xlarge	48	366000	426	2000000	30000000	0.0005	444
6	r4.2xlarge	48	366000	426	2000000	30000000	0.001	392
6	r4.2xlarge	48	366000	426	2000000	30000000	0.005	298
6	r4.2xlarge	48	366000	426	2000000	30000000	0.01	258
6	r4.2xlarge	48	366000	436	3000000	30000000	0.0001	690
6	r4.2xlarge	48	366000	436	3000000	30000000	0.001	500
8	r4.2xlarge	64	488000	131	1000000	10000000	0.001	172
8	r4.2xlarge	64	488000	131	1000000	10000000	0.01	120
8	r4.2xlarge	64	488000	142	2000000	10000000	0.0005	268
8	r4.2xlarge	64	488000	142	2000000	10000000	0.01	172
8	r4.2xlarge	64	488000	145	3000000	10000000	0.0001	362
8	r4.2xlarge	64	488000	145	3000000	10000000	0.0005	320
8	r4.2xlarge	64	488000	263	1000000	20000000	0.0001	290
8	r4.2xlarge	64	488000	263	1000000	20000000	0.0005	246
8	r4.2xlarge	64	488000	263	1000000	20000000	0.005	166
8	r4.2xlarge	64	488000	263	1000000	20000000	0.01	152
8	r4.2xlarge	64	488000	284	2000000	20000000	0.005	238
8	r4.2xlarge	64	488000	284	2000000	20000000	0.01	216
8	r4.2xlarge	64	488000	291	3000000	20000000	0.0001	550
8	r4.2xlarge	64	488000	291	3000000	20000000	0.005	312
8	r4.2xlarge	64	488000	394	1000000	30000000	0.0001	346
8	r4.2xlarge	64	488000	394	1000000	30000000	0.0005	330
8	r4.2xlarge	64	488000	394	1000000	30000000	0.001	268
8	r4.2xlarge	64	488000	394	1000000	30000000	0.01	178
8	r4.2xlarge	64	488000	426	2000000	30000000	0.005	296
8	r4.2xlarge	64	488000	426	2000000	30000000	0.01	256
10	r4.2xlarge	80	610000	131	1000000	10000000	0.0001	232
10	r4.2xlarge	80	610000	131	1000000	10000000	0.0005	192
10	r4.2xlarge	80	610000	131	1000000	10000000	0.001	176
10	r4.2xlarge	80	610000	131	1000000	10000000	0.005	138
10	r4.2xlarge	80	610000	131	1000000	10000000	0.01	122
10	r4.2xlarge	80	610000	142	2000000	10000000	0.0001	352
10	r4.2xlarge	80	610000	142	2000000	10000000	0.001	254
10	r4.2xlarge	80	610000	145	3000000	10000000	0.0005	296
10	r4.2xlarge	80	610000	145	3000000	10000000	0.01	194
10	r4.2xlarge	80	610000	263	1000000	20000000	0.01	144
10	r4.2xlarge	80	610000	284	2000000	20000000	0.0001	438
10	r4.2xlarge	80	610000	284	2000000	20000000	0.0005	362
10	r4.2xlarge	80	610000	284	2000000	20000000	0.001	316
10	r4.2xlarge	80	610000	284	2000000	20000000	0.005	254
10	r4.2xlarge	80	610000	284	2000000	20000000	0.01	202
10	r4.2xlarge	80	610000	394	1000000	30000000	0.0001	342
