instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
2	m4.2xlarge	16	64000	284	2000000	20000000	0.001	398
2	r4.2xlarge	16	122000	131	1000000	10000000	0.0001	248
2	r4.2xlarge	16	122000	131	1000000	10000000	0.0005	208
2	r4.2xlarge	16	122000	131	1000000	10000000	0.001	192
2	r4.2xlarge	16	122000	131	1000000	10000000	0.005	154
2	r4.2xlarge	16	122000	131	1000000	10000000	0.01	138
2	r4.2xlarge	16	122000	142	2000000	10000000	0.0001	366
2	r4.2xlarge	16	122000	142	2000000	10000000	0.0005	304
2	r4.2xlarge	16	122000	142	2000000	10000000	0.001	276
2	r4.2xlarge	16	122000	142	2000000	10000000	0.005	216
2	r4.2xlarge	16	122000	142	2000000	10000000	0.01	186
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	406
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0005	338
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	308
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	240
2	r4.2xlarge	16	122000	145	3000000	10000000	0.01	206
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0001	326
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	300
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	298
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	256
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	216
2	r4.2xlarge	16	122000	263	1000000	20000000	0.01	188
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	522
2	r4.2xlarge	16	122000	284	2000000	20000000	0.001	384
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	472
2	r4.2xlarge	16	122000	284	2000000	20000000	0.005	294
2	r4.2xlarge	16	122000	284	2000000	20000000	0.01	272
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	668
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	744
2	r4.2xlarge	16	122000	291	3000000	20000000	0.001	480
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	304
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	312
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0001	454
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	350
2	r4.2xlarge	16	122000	394	1000000	30000000	0.001	338
2	r4.2xlarge	16	122000	394	1000000	30000000	0.005	246
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	218
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	228
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	666
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0005	552
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	492
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	370
2	r4.2xlarge	16	122000	426	2000000	30000000	0.01	324
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	842
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0005	686
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	618
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	462
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	392
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	676
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	298
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	316
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0001	230
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0005	188
4	r4.2xlarge	32	244000	131	1000000	10000000	0.001	172
4	r4.2xlarge	32	244000	131	1000000	10000000	0.005	134
4	r4.2xlarge	32	244000	131	1000000	10000000	0.01	120
4	r4.2xlarge	32	244000	142	2000000	10000000	0.0001	330
4	r4.2xlarge	32	244000	142	2000000	10000000	0.0005	280
4	r4.2xlarge	32	244000	142	2000000	10000000	0.0005	290
4	r4.2xlarge	32	244000	142	2000000	10000000	0.005	192
4	r4.2xlarge	32	244000	142	2000000	10000000	0.01	174
4	r4.2xlarge	32	244000	145	3000000	10000000	0.0001	364
4	r4.2xlarge	32	244000	145	3000000	10000000	0.001	274
4	r4.2xlarge	32	244000	145	3000000	10000000	0.001	276
4	r4.2xlarge	32	244000	145	3000000	10000000	0.005	230
4	r4.2xlarge	32	244000	145	3000000	10000000	0.01	178
4	r4.2xlarge	32	244000	145	3000000	10000000	0.01	190
4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	326
4	r4.2xlarge	32	244000	263	1000000	20000000	0.0005	244
4	r4.2xlarge	32	244000	263	1000000	20000000	0.001	220
4	r4.2xlarge	32	244000	263	1000000	20000000	0.005	172
4	r4.2xlarge	32	244000	263	1000000	20000000	0.01	144
6	r4.2xlarge	48	366000	394	1000000	30000000	0.0005	304
6	r4.2xlarge	48	366000	394	1000000	30000000	0.001	260
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0005	364
4	r4.2xlarge	32	244000	284	2000000	20000000	0.001	322
4	r4.2xlarge	32	244000	284	2000000	20000000	0.005	252
4	r4.2xlarge	32	244000	284	2000000	20000000	0.01	218
4	r4.2xlarge	32	244000	291	3000000	20000000	0.0005	464
4	r4.2xlarge	32	244000	291	3000000	20000000	0.001	426
4	r4.2xlarge	32	244000	291	3000000	20000000	0.005	298
4	r4.2xlarge	32	244000	291	3000000	20000000	0.005	322
4	r4.2xlarge	32	244000	291	3000000	20000000	0.01	256
4	r4.2xlarge	32	244000	291	3000000	20000000	0.01	270
4	r4.2xlarge	32	244000	394	1000000	30000000	0.0001	358
4	r4.2xlarge	32	244000	394	1000000	30000000	0.0005	290
4	r4.2xlarge	32	244000	394	1000000	30000000	0.001	266
4	r4.2xlarge	32	244000	394	1000000	30000000	0.005	240
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0005	472
4	r4.2xlarge	32	244000	426	2000000	30000000	0.005	308
4	r4.2xlarge	32	244000	426	2000000	30000000	0.01	266
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0001	730
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0005	594
4	r4.2xlarge	32	244000	436	3000000	30000000	0.005	390
4	r4.2xlarge	32	244000	436	3000000	30000000	0.01	332
4	r4.xlarge	16	122000	284	2000000	20000000	0.001	482
6	m4.2xlarge	48	192000	284	2000000	20000000	0.001	294
6	r4.2xlarge	48	366000	131	1000000	10000000	0.0001	236
6	r4.2xlarge	48	366000	131	1000000	10000000	0.0005	192
6	r4.2xlarge	48	366000	131	1000000	10000000	0.001	174
6	r4.2xlarge	48	366000	131	1000000	10000000	0.005	136
6	r4.2xlarge	48	366000	131	1000000	10000000	0.01	120
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0001	338
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0005	292
6	r4.2xlarge	48	366000	142	2000000	10000000	0.001	242
6	r4.2xlarge	48	366000	142	2000000	10000000	0.005	188
6	r4.2xlarge	48	366000	142	2000000	10000000	0.005	202
6	r4.2xlarge	48	366000	142	2000000	10000000	0.01	168
6	r4.2xlarge	48	366000	145	3000000	10000000	0.0001	366
6	r4.2xlarge	48	366000	145	3000000	10000000	0.0005	298
6	r4.2xlarge	48	366000	145	3000000	10000000	0.001	274
6	r4.2xlarge	48	366000	145	3000000	10000000	0.005	210
6	r4.2xlarge	48	366000	145	3000000	10000000	0.01	178
6	r4.2xlarge	48	366000	263	1000000	20000000	0.0001	280
6	r4.2xlarge	48	366000	263	1000000	20000000	0.0005	228
6	r4.2xlarge	48	366000	263	1000000	20000000	0.001	206
