instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
2	r4.2xlarge	16	122000	16000	5	150000000	5	1140
2	r4.2xlarge	16	122000	20300	10	100000000	3	1050
4	r4.2xlarge	32	244000	10500	5	100000000	3	248
4	r4.2xlarge	32	244000	10500	5	100000000	5	308
4	r4.2xlarge	32	244000	13200	5	125000000	7	374
4	r4.2xlarge	32	244000	16000	5	150000000	7	436
4	r4.2xlarge	32	244000	18600	5	175000000	3	388
4	r4.2xlarge	32	244000	20300	10	100000000	5	392
4	r4.2xlarge	32	244000	20300	10	100000000	7	404
4	r4.2xlarge	32	244000	30500	15	100000000	7	512
4	r4.2xlarge	32	244000	30500	15	100000000	9	528
6	m4.2xlarge	48	192000	16000	5	150000000	3	240
6	r4.2xlarge	48	366000	10500	5	100000000	3	166
6	r4.2xlarge	48	366000	10500	5	100000000	7	210
6	r4.2xlarge	48	366000	13200	5	125000000	7	242
6	r4.2xlarge	48	366000	13200	5	125000000	9	254
6	r4.2xlarge	48	366000	16000	5	150000000	5	288
6	r4.2xlarge	48	366000	16000	5	150000000	9	296
6	r4.2xlarge	48	366000	18600	5	175000000	7	310
6	r4.2xlarge	48	366000	20300	10	100000000	5	254
6	r4.2xlarge	48	366000	20300	10	100000000	9	270
6	r4.2xlarge	48	366000	30500	15	100000000	3	264
8	r4.2xlarge	64	488000	10500	5	100000000	3	140
8	r4.2xlarge	64	488000	10500	5	100000000	5	176
8	r4.2xlarge	64	488000	13200	5	125000000	7	182
8	r4.2xlarge	64	488000	16000	5	150000000	7	226
8	r4.2xlarge	64	488000	18600	5	175000000	5	240
8	r4.2xlarge	64	488000	20300	10	100000000	3	190
8	r4.2xlarge	64	488000	20300	10	100000000	9	202
8	r4.2xlarge	64	488000	21300	5	200000000	5	265
8	r4.2xlarge	64	488000	30500	15	100000000	7	252
8	r4.xlarge	32	244000	16000	5	150000000	3	340
10	m4.2xlarge	80	320000	16000	5	150000000	3	152
10	r4.2xlarge	80	610000	10500	5	100000000	3	122
10	r4.2xlarge	80	610000	10500	5	100000000	7	156
10	r4.2xlarge	80	610000	13200	5	125000000	5	178
10	r4.2xlarge	80	610000	16000	5	150000000	7	180
10	r4.2xlarge	80	610000	18600	5	175000000	7	204
10	r4.2xlarge	80	610000	20300	10	100000000	5	180
10	r4.2xlarge	80	610000	21300	5	200000000	3	204
10	r4.2xlarge	80	610000	21300	5	200000000	7	226
10	r4.2xlarge	80	610000	30500	15	100000000	7	210
10	r4.xlarge	40	305000	16000	5	150000000	3	248
12	r4.2xlarge	96	732000	10500	5	100000000	7	118
12	r4.2xlarge	96	732000	13200	5	125000000	3	132
12	r4.2xlarge	96	732000	13200	5	125000000	7	158
12	r4.2xlarge	96	732000	16000	5	150000000	5	172
12	r4.2xlarge	96	732000	16000	5	150000000	9	184
12	r4.2xlarge	96	732000	18600	5	175000000	7	180
12	r4.2xlarge	96	732000	20300	10	100000000	7	146
12	r4.2xlarge	96	732000	21300	5	200000000	7	190
12	r4.2xlarge	96	732000	30500	15	100000000	7	172
12	r4.xlarge	48	366000	16000	5	150000000	3	232
