instance_count	machine_type	slots	memory	data_size_MB	line_length	lines	p_occurrence	gross_runtime
12	m4.2xlarge	96	384000	15150	100	150000000	0.25	78
12	m4.2xlarge	96	384000	15150	100	150000000	0.75	144
12	m4.2xlarge	96	384000	17675	100	175000000	0.0	48
12	m4.2xlarge	96	384000	17675	100	175000000	0.25	86
12	m4.2xlarge	96	384000	17675	100	175000000	0.5	124
12	m4.2xlarge	96	384000	17675	100	175000000	1.0	196
12	m4.2xlarge	96	384000	20200	100	200000000	0.0	48
12	m4.2xlarge	96	384000	20200	100	200000000	0.25	90
12	m4.2xlarge	96	384000	20200	100	200000000	0.75	172
12	r4.2xlarge	96	732000	15150	100	150000000	0.5	102
