instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
2	m4.2xlarge	16	64000	284	2000000	20000000	0.001	398
2	r4.2xlarge	16	122000	131	1000000	10000000	0.001	192
2	r4.2xlarge	16	122000	142	2000000	10000000	0.0005	304
2	r4.2xlarge	16	122000	142	2000000	10000000	0.005	212
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	402
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	242
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	256
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	522
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	424
2	r4.2xlarge	16	122000	284	2000000	20000000	0.01	276
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	744
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0005	540
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	340
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	350
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	228
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	668
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	540
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	368
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	842
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	622
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	460
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	680
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	312
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0005	186
4	r4.2xlarge	32	244000	142	2000000	10000000	0.0005	290
4	r4.2xlarge	32	244000	142	2000000	10000000	0.005	190
4	r4.2xlarge	32	244000	145	3000000	10000000	0.0005	302
4	r4.2xlarge	32	244000	145	3000000	10000000	0.005	206
4	r4.2xlarge	32	244000	263	1000000	20000000	0.001	220
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0001	438
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0005	360
4	r4.2xlarge	32	244000	284	2000000	20000000	0.005	246
4	r4.2xlarge	32	244000	291	3000000	20000000	0.0001	560
4	r4.2xlarge	32	244000	291	3000000	20000000	0.001	444
4	r4.2xlarge	32	244000	291	3000000	20000000	0.005	298
4	r4.2xlarge	32	244000	394	1000000	30000000	0.001	304
4	r4.2xlarge	32	244000	394	1000000	30000000	0.005	210
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0001	560
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0005	466
4	r4.2xlarge	32	244000	426	2000000	30000000	0.005	306
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0001	726
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0005	572
4	r4.2xlarge	32	244000	436	3000000	30000000	0.01	336
6	m4.2xlarge	48	192000	284	2000000	20000000	0.001	298
6	r4.2xlarge	48	366000	131	1000000	10000000	0.0001	228
6	r4.2xlarge	48	366000	131	1000000	10000000	0.005	136
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0005	264
6	r4.2xlarge	48	366000	145	3000000	10000000	0.0005	302
6	r4.2xlarge	48	366000	145	3000000	10000000	0.005	208
6	r4.2xlarge	48	366000	263	1000000	20000000	0.0005	228
6	r4.2xlarge	48	366000	284	2000000	20000000	0.0005	370
6	r4.2xlarge	48	366000	284	2000000	20000000	0.01	212
6	r4.2xlarge	48	366000	291	3000000	20000000	0.0005	450
6	r4.2xlarge	48	366000	291	3000000	20000000	0.01	268
6	r4.2xlarge	48	366000	394	1000000	30000000	0.001	300
6	r4.2xlarge	48	366000	394	1000000	30000000	0.01	206
6	r4.2xlarge	48	366000	426	2000000	30000000	0.0001	534
6	r4.2xlarge	48	366000	426	2000000	30000000	0.0005	434
6	r4.2xlarge	48	366000	426	2000000	30000000	0.01	270
6	r4.2xlarge	48	366000	436	3000000	30000000	0.0005	556
6	r4.2xlarge	48	366000	436	3000000	30000000	0.005	364
6	r4.xlarge	24	183000	284	2000000	20000000	0.001	428
